# z[m]=zi*speed_c*beta    Wtr/Z_0/L[1/(m^2*s]          Wz_l/Z_0/L[1/(ms)]                     
     755.657               -92693.7                         0         
     755.914               -92484.5                         0         
     756.171               -92262.6                         0         
     756.428               -92059.6                         0         
     756.685               -91903.8                         0         
     756.942               -91816                           0         
     757.199               -91805.9                         0         
     757.457               -91871.4                        0          
     757.714               -91998.7                        0          
     757.971               -92164.8                        0          
     758.228               -92341                          0          
     758.486               -92497.6                        0          
     758.743               -92608.2                        0          
     759.001               -92653.6                        0          
     759.258               -92624.5                        0          
     759.516               -92522.9                         0         
     759.773               -92361.2                         0         
     760.031               -92160.6                         0         
     760.289               -91947.7                         0         
     760.547               -91750.5                         0         
     760.804               -91594.3                         0         
     761.062               -91498.2                         0         
     761.32               -91472.5                          0         
     761.578               -91517.5                        0          
     761.836               -91623.2                        0          
     762.094               -91771.5                        0          
     762.352               -91938.4                        0          
     762.61               -92097.9                         0          
     762.868               -92225                          0          
     763.126               -92299.8                        0          
     763.385               -92309.8                        0          
     763.643               -92251.4                         0         
     763.901               -92130.2                         0         
     764.16               -91960.5                          0         
     764.418               -91762.6                         0         
     764.676               -91560.4                         0         
     764.935               -91378.1                         0         
     765.193               -91236.8                         0         
     765.452               -91152                           0         
     765.711               -91131.6                        0          
     765.969               -91175.1                        0          
     766.228               -91273.7                        0          
     766.487               -91411.7                        0          
     766.746               -91568.5                        0          
     767.004               -91721.7                        0          
     767.263               -91849.3                        0          
     767.522               -91933                          0          
     767.781               -91960.3                         0         
     768.04               -91925.9                          0         
     768.299               -91831.9                         0         
     768.558               -91688                           0         
     768.818               -91509.7                         0         
     769.077               -91316.5                         0         
     769.336               -91129.4                         0         
     769.595               -90968.3                         0         
     769.855               -90849.8                        0          
     770.114               -90785.1                        0          
     770.373               -90779.1                        0          
     770.633               -90829.4                        0          
     770.892               -90927.5                        0          
     771.152               -91059.1                        0          
     771.411               -91206.5                        0          
     771.671               -91350.4                        0          
     771.931               -91472.2                         0         
     772.19               -91555.9                          0         
     772.45               -91590.4                          0         
     772.71               -91569.9                          0         
     772.97               -91495                            0         
     773.23               -91372.3                          0         
     773.49               -91213.6                          0         
     773.75               -91034.2                          0         
     774.01               -90851.7                         0          
     774.27               -90683.7                         0          
     774.53               -90545.8                         0          
     774.79               -90450.4                         0          
     775.05               -90405                           0          
     775.31               -90411.8                         0          
     775.571               -90467.5                        0          
     775.831               -90563.8                        0          
     776.091               -90688.3                         0         
     776.352               -90825.7                         0         
     776.612               -90960                           0         
     776.873               -91075.5                         0         
     777.133               -91158.7                         0         
     777.394               -91199.6                         0         
     777.654               -91192.6                         0         
     777.915               -91136.8                         0         
     778.176               -91036.3                         0         
     778.437               -90899.4                         0         
     778.697               -90737.8                         0         
     778.958               -90565.5                         0         
     779.219               -90397.2                         0         
     779.48               -90246.9                          0         
     779.741               -90126.9                         0         
     780.002               -90046.2                         0         
     780.263               -90010.2                          0        
     780.524               -90019.9                          0        
     780.785               -90072                            0        
     781.047               -90159.6                          0        
     781.308               -90272.5                          0        
     781.569               -90398.5                          0        
     781.83               -90524.2                           0        
     782.092               -90636.7                          0        
     782.353               -90724.4                         0         
     782.615               -90778.1                         0         
     782.876               -90791.7                         0         
     783.138               -90762.7                         0         
     783.399               -90692.4                         0         
     783.661               -90585.5                         0         
     783.923               -90449.9                         0         
     784.184               -90295.7                         0         
     784.446               -90134.3                          0        
     784.708               -89977.7                          0        
     784.97               -89837.2                           0        
     785.232               -89722.6                          0        
     785.494               -89641.2                          0        
     785.756               -89597.8                          0        
     786.018               -89593.9                          0        
     786.28               -89627.8                           0        
     786.542               -89694.7                         0         
     786.804               -89787.5                         0         
     787.066               -89897.1                         0         
     787.328               -90013.1                         0         
     787.591               -90125.2                         0         
     787.853               -90223.1                         0         
     788.115               -90298                           0         
     788.378               -90343.2                         0         
     788.64               -90354                             0        
     788.903               -90328.6                          0        
     789.165               -90267.7                          0        
     789.428               -90174.9                          0        
     789.691               -90055.9                          0        
     789.953               -89918.1                          0        
     790.216               -89770.3                          0        
     790.479               -89621.8                          0        
     790.742               -89481.6                         0         
     791.005               -89358.2                         0         
     791.267               -89258.6                         0         
     791.53               -89188.1                          0         
     791.793               -89149.8                         0         
     792.056               -89144.7                         0         
     792.319               -89171.4                         0         
     792.583               -89226.3                         0         
     792.846               -89304.2                          0        
     793.109               -89398.3                          0        
     793.372               -89501                            0        
     793.635               -89604.3                          0        
     793.899               -89700.1                          0        
     794.162               -89781.1                          0        
     794.426               -89841.2                          0        
     794.689               -89875.6                          0        
     794.953               -89881.2                         0         
     795.216               -89856.8                         0         
     795.48               -89803.1                          0         
     795.743               -89722.5                         0         
     796.007               -89619.1                         0         
     796.271               -89498.3                         0         
     796.535               -89366.3                         0         
     796.798               -89229.9                         0         
     797.062               -89096.1                          0        
     797.326               -88971.5                          0        
     797.59               -88862                             0        
     797.854               -88772.7                          0        
     798.118               -88707.2                          0        
     798.382               -88667.8                          0        
     798.646               -88655.3                          0        
     798.911               -88669                            0        
     799.175               -88706.7                         0         
     799.439               -88765                           0         
     799.703               -88839.4                         0         
     799.968               -88924.7                         0         
     800.232               -89015.1                         0         
     800.496               -89104.8                         0         
     800.761               -89188.1                         0         
     801.025               -89259.9                         0         
     801.29               -89315.5                           0        
     801.555               -89351.4                          0        
     801.819               -89365.1                          0        
     802.084               -89355.2                          0        
     802.349               -89321.6                          0        
     802.613               -89265.3                          0        
     802.878               -89188.4                          0        
     803.143               -89094.1                          0        
     803.408               -88986.1                         0         
     803.673               -88868.9                         0         
     803.938               -88747.1                         0         
     804.203               -88625.6                         0         
     804.468               -88509.1                         0         
     804.733               -88402                           0         
     804.998               -88308.2                         0         
     805.264               -88230.6                         0         
     805.529               -88171.8                          0        
     805.794               -88133.2                          0        
     806.06               -88115.3                           0        
     806.325               -88117.8                          0        
     806.59               -88139.4                           0        
     806.856               -88178.2                          0        
     807.121               -88231.3                          0        
     807.387               -88295.7                          0        
     807.653               -88367.7                         0         
     807.918               -88443.5                         0         
     808.184               -88519.2                         0         
     808.45               -88591.1                          0         
     808.715               -88655.5                         0         
     808.981               -88709.3                         0         
     809.247               -88749.9                         0         
     809.513               -88775.2                         0         
     809.779               -88783.7                          0        
     810.045               -88774.7                          0        
     810.311               -88748.1                          0        
     810.577               -88704.4                          0        
     810.843               -88644.8                          0        
     811.11               -88571.1                           0        
     811.376               -88485.3                          0        
     811.642               -88390.1                          0        
     811.908               -88288.3                         0         
     812.175               -88182.8                         0         
     812.441               -88076.7                         0         
     812.707               -87972.8                         0         
     812.974               -87874.1                         0         
     813.241               -87783.1                         0         
     813.507               -87701.9                         0         
     813.774               -87632.5                         0         
     814.04               -87576.2                           0        
     814.307               -87534                            0        
     814.574               -87506.4                          0        
     814.841               -87493.4                          0        
     815.107               -87494.5                          0        
     815.374               -87509                            0        
     815.641               -87535.5                          0        
     815.908               -87572.6                          0        
     816.175               -87618.3                         0         
     816.442               -87670.6                         0         
     816.709               -87727.5                         0         
     816.976               -87786.6                         0         
     817.244               -87845.8                         0         
     817.511               -87902.9                         0         
     817.778               -87955.9                         0         
     818.045               -88002.9                         0         
     818.313               -88042.2                          0        
     818.58               -88072.6                           0        
     818.848               -88092.8                          0        
     819.115               -88102                            0        
     819.383               -88099.9                          0        
     819.65               -88086.1                           0        
     819.918               -88060.7                          0        
     820.186               -88024.2                          0        
     820.453               -87977.2                         0         
     820.721               -87920.6                         0         
     820.989               -87855.5                         0         
     821.257               -87783                           0         
     821.525               -87704.6                         0         
     821.792               -87621.7                         0         
     822.06               -87535.9                          0         
     822.328               -87448.7                         0         
     822.596               -87361.5                          0        
     822.865               -87276                            0        
     823.133               -87193.3                          0        
     823.401               -87114.9                          0        
     823.669               -87041.8                          0        
     823.937               -86975.1                          0        
     824.206               -86915.5                          0        
     824.474               -86863.7                          0        
     824.742               -86820.2                         0         
     825.011               -86785.2                         0         
     825.279               -86758.9                         0         
     825.548               -86741.3                         0         
     825.817               -86732.1                         0         
     826.085               -86730.9                         0         
     826.354               -86737.3                         0         
     826.623               -86750.6                         0         
     826.891               -86770.2                          0        
     827.16               -86795.2                           0        
     827.429               -86824.8                          0        
     827.698               -86858.1                          0        
     827.967               -86894.1                          0        
     828.236               -86931.8                          0        
     828.505               -86970.5                          0        
     828.774               -87009.1                          0        
     829.043               -87046.8                         0         
     829.312               -87082.7                         0         
     829.581               -87116.1                         0         
     829.85               -87146.3                          0         
     830.12               -87172.7                          0         
     830.389               -87194.7                         0         
     830.658               -87211.9                         0         
     830.928               -87223.9                         0         
     831.197               -87230.4                          0        
     831.467               -87231.4                          0        
     831.736               -87226.5                          0        
     832.006               -87215.9                          0        
     832.276               -87199.6                          0        
     832.545               -87177.8                          0        
     832.815               -87150.5                          0        
     833.085               -87118.1                          0        
     833.355               -87080.8                         0         
     833.624               -87039.1                         0         
     833.894               -86993.3                         0         
     834.164               -86943.9                         0         
     834.434               -86891.2                         0         
     834.704               -86835.7                         0         
     834.974               -86778                           0         
     835.244               -86718.4                         0         
     835.515               -86657.5                          0        
     835.785               -86595.7                          0        
     836.055               -86533.4                          0        
     836.325               -86471.2                          0        
     836.596               -86409.3                          0        
     836.866               -86348.2                          0        
     837.136               -86288.3                          0        
     837.407               -86229.8                          0        
     837.677               -86173.1                         0         
     837.948               -86118.4                         0         
     838.218               -86066                           0         
     838.489               -86016.1                         0         
     838.76               -85968.8                          0         
     839.03               -85924.2                          0         
     839.301               -85882.5                         0         
     839.572               -85843.8                         0         
     839.843               -85808                            0        
     840.114               -85775.3                          0        
     840.385               -85745.5                          0        
     840.656               -85718.7                          0        
     840.927               -85694.8                          0        
     841.198               -85673.8                          0        
     841.469               -85655.4                          0        
     841.74               -85639.8                           0        
     842.011               -85626.6                         0         
     842.283               -85615.8                         0         
     842.554               -85607.2                         0         
     842.825               -85600.8                         0         
     843.097               -85596.3                         0         
     843.368               -85593.5                         0         
     843.639               -85592.4                         0         
     843.911               -85592.8                         0         
     844.182               -85594.4                          0        
     844.454               -85597.2                          0        
     844.726               -85601                            0        
     844.997               -85605.7                          0        
     845.269               -85611                            0        
     845.541               -85616.9                          0        
     845.813               -85623.2                          0        
     846.085               -85629.8                          0        
     846.356               -85636.5                          0        
     846.628               -85643.3                          0        
     846.9               -85650.1                            0        
     847.172               -85656.7                          0        
     847.444               -85663                            0        
     847.717               -85669.1                          0        
     847.989               -85674.7                          0        
     848.261               -85679.9                          0        
     848.533               -85684.5                           0       
     848.806               -85688.6                           0       
     849.078               -85692                             0       
     849.35               -85694.8                            0       
     849.623               -85696.9                           0       
     849.895               -85698.3                           0       
     850.168               -85698.9                           0       
     850.44               -85698.8                            0       
     850.713               -85697.8                          0        
     850.985               -85696.2                          0        
     851.258               -85693.7                          0        
     851.531               -85690.5                          0        
     851.804               -85686.5                          0        
     852.076               -85681.8                          0        
     852.349               -85676.3                          0        
     852.622               -85670                            0        
     852.895               -85663.1                           0       
     853.168               -85655.5                           0       
     853.441               -85647.2                           0       
     853.714               -85638.3                           0       
     853.987               -85628.7                           0       
     854.261               -85618.6                           0       
     854.534               -85607.9                           0       
     854.807               -85596.6                           0       
     855.08               -85584.8                           0        
     855.354               -85572.5                          0        
     855.627               -85559.7                          0        
     855.9               -85546.5                            0        
     856.174               -85532.9                          0        
     856.447               -85518.9                          0        
     856.721               -85504.6                          0        
     856.995               -85489.9                          0        
     857.268               -85474.8                           0       
     857.542               -85459.5                           0       
     857.816               -85443.9                           0       
     858.089               -85428                             0       
     858.363               -85412                             0       
     858.637               -85395.7                           0       
     858.911               -85379.2                           0       
     859.185               -85362.5                           0       
     859.459               -85345.6                          0        
     859.733               -85328.6                          0        
     860.007               -85311.5                          0        
     860.281               -85294.2                          0        
     860.555               -85276.8                          0        
     860.83               -85259.3                           0        
     861.104               -85241.7                          0        
     861.378               -85224                            0        
     861.653               -85206.2                           0       
     861.927               -85188.4                           0       
     862.201               -85170.4                           0       
     862.476               -85152.4                           0       
     862.75               -85134.2                            0       
     863.025               -85116                             0       
     863.3               -85097.7                             0       
     863.574               -85079.3                           0       
     863.849               -85060.8                          0        
     864.124               -85042.2                          0        
     864.398               -85023.5                          0        
     864.673               -85004.6                          0        
     864.948               -84985.7                          0        
     865.223               -84966.5                          0        
     865.498               -84947.2                          0        
     865.773               -84927.8                          0        
     866.048               -84908.1                           0       
     866.323               -84888.3                           0       
     866.598               -84868.2                           0       
     866.873               -84847.9                           0       
     867.149               -84827.3                           0       
     867.424               -84806.5                           0       
     867.699               -84785.3                           0       
     867.975               -84763.9                           0       
     868.25               -84742                             0        
     868.525               -84719.8                          0        
     868.801               -84697.2                          0        
     869.076               -84674.2                          0        
     869.352               -84650.8                          0        
     869.628               -84626.9                          0        
     869.903               -84602.4                          0        
     870.179               -84577.5                          0        
     870.455               -84552                             0       
     870.73               -84526                              0       
     871.006               -84499.3                           0       
     871.282               -84472.1                           0       
     871.558               -84444.2                           0       
     871.834               -84415.7                           0       
     872.11               -84386.4                            0       
     872.386               -84356.5                           0       
     872.662               -84325.9                          0        
     872.938               -84294.6                          0        
     873.215               -84262.5                          0        
     873.491               -84229.8                          0        
     873.767               -84196.2                          0        
     874.043               -84162                            0        
     874.32               -84127                             0        
     874.596               -84091.3                          0        
     874.873               -84054.9                           0       
     875.149               -84017.8                           0       
     875.426               -83980.1                           0       
     875.702               -83941.7                           0       
     875.979               -83902.7                           0       
     876.255               -83863.2                           0       
     876.532               -83823.2                           0       
     876.809               -83782.7                           0       
     877.086               -83741.9                          0        
     877.362               -83700.7                          0        
     877.639               -83659.3                          0        
     877.916               -83617.8                          0        
     878.193               -83576.2                          0        
     878.47               -83534.6                           0        
     878.747               -83493.2                          0        
     879.024               -83452.1                          0        
     879.302               -83411.3                           0       
     879.579               -83371                             0       
     879.856               -83331.4                           0       
     880.133               -83292.6                           0       
     880.411               -83254.7                           0       
     880.688               -83217.9                           0       
     880.965               -83182.3                           0       
     881.243               -83148                             0       
     881.52               -83115.3                         0          
     881.798               -83084.3                        0          
     882.075               -83055                          0          
     882.353               -83027.7                        0          
     882.631               -83002.5                        0          
     882.908               -82979.6                        0          
     883.186               -82959                          0          
     883.464               -82940.9                        0          
     883.742               -82925.3                         0         
     884.02               -82912.5                          0         
     884.298               -82902.3                         0         
     884.576               -82894.9                         0         
     884.854               -82890.4                         0         
     885.132               -82888.7                         0         
     885.41               -82889.7                          0         
     885.688               -82893.6                         0         
     885.966               -82900.2                        0          
     886.244               -82909.4                        0          
     886.523               -82921.2                        0          
     886.801               -82935.2                        0          
     887.079               -82951.5                        0          
     887.358               -82969.7                        0          
     887.636               -82989.6                        0          
     887.915               -83011                          0          
     888.193               -83033.5                         0         
     888.472               -83056.9                         0         
     888.75               -83080.6                          0         
     889.029               -83104.5                         0         
     889.308               -83128.1                         0         
     889.587               -83150.9                         0         
     889.865               -83172.6                         0         
     890.144               -83192.6                         0         
     890.423               -83210.7                        0          
     890.702               -83226.3                        0          
     890.981               -83238.9                        0          
     891.26               -83248.3                         0          
     891.539               -83253.9                        0          
     891.818               -83255.5                        0          
     892.097               -83252.6                        0          
     892.376               -83245                          0          
     892.656               -83232.5                         0         
     892.935               -83214.9                         0         
     893.214               -83191.9                         0         
     893.494               -83163.6                         0         
     893.773               -83130                           0         
     894.053               -83091                           0         
     894.332               -83047                           0         
     894.612               -82998.1                         0         
     894.891               -82944.7                        0          
     895.171               -82887                          0          
     895.451               -82825.7                        0          
     895.73               -82761.2                         0          
     896.01               -82694.3                         0          
     896.29               -82625.5                         0          
     896.57               -82555.6                         0          
     896.85               -82485.5                         0          
     897.129               -82415.9                         0         
     897.409               -82347.7                         0         
     897.69               -82281.7                          0         
     897.97               -82218.9                          0         
     898.25               -82160.1                          0         
     898.53               -82106                            0         
     898.81               -82057.4                          0         
     899.09               -82015                            0         
     899.371               -81979.4                        0          
     899.651               -81951.1                        0          
     899.931               -81930.4                        0          
     900.212               -81917.5                        0          
     900.492               -81912.6                        0          
     900.773               -81915.6                        0          
     901.053               -81926.3                        0          
     901.334               -81944.2                        0          
     901.614               -81968.9                         0         
     901.895               -81999.5                         0         
     902.176               -82035.4                         0         
     902.457               -82075.4                         0         
     902.737               -82118.4                         0         
     903.018               -82163.3                         0         
     903.299               -82208.7                         0         
     903.58               -82253.2                          0         
     903.861               -82295.5                        0          
     904.142               -82334.2                        0          
     904.423               -82367.9                        0          
     904.704               -82395.3                        0          
     904.985               -82415.4                        0          
     905.267               -82427                          0          
     905.548               -82429.3                        0          
     905.829               -82421.8                        0          
     906.111               -82403.8                         0         
     906.392               -82375.4                         0         
     906.673               -82336.5                         0         
     906.955               -82287.7                         0         
     907.236               -82229.4                         0         
     907.518               -82162.6                         0         
     907.799               -82088.5                         0         
     908.081               -82008.6                         0         
     908.363               -81924.3                        0          
     908.645               -81837.6                        0          
     908.926               -81750.2                        0          
     909.208               -81664.3                        0          
     909.49               -81581.8                         0          
     909.772               -81504.6                        0          
     910.054               -81434.6                        0          
     910.336               -81373.4                        0          
     910.618               -81322.7                         0         
     910.9               -81283.6                           0         
     911.182               -81256.8                         0         
     911.464               -81243.1                         0         
     911.746               -81242.4                         0         
     912.029               -81254.5                         0         
     912.311               -81278.6                         0         
     912.593               -81313.7                         0         
     912.876               -81358.1                        0          
     913.158               -81410.1                        0          
     913.441               -81467.4                        0          
     913.723               -81527.6                        0          
     914.006               -81588.1                        0          
     914.288               -81646.3                        0          
     914.571               -81699.4                        0          
     914.854               -81745                          0          
     915.136               -81780.6                         0         
     915.419               -81804.3                         0         
     915.702               -81814.5                         0         
     915.985               -81809.8                         0         
     916.268               -81789.6                         0         
     916.551               -81753.8                         0         
     916.834               -81703                           0         
     917.117               -81638.1                         0         
     917.4               -81560.9                           0         
     917.683               -81473.6                         0         
     917.966               -81378.7                         0         
     918.249               -81279.3                         0         
     918.533               -81178.7                         0         
     918.816               -81080.3                         0         
     919.099               -80987.4                         0         
     919.383               -80903.3                         0         
     919.666               -80831                            0        
     919.949               -80773                            0        
     920.233               -80731.2                          0        
     920.517               -80706.9                          0        
     920.8               -80700.8                            0        
     921.084               -80712.5                          0        
     921.368               -80741.2                          0        
     921.651               -80784.9                          0        
     921.935               -80841.2                         0         
     922.219               -80906.8                         0         
     922.503               -80978.2                         0         
     922.787               -81051.3                         0         
     923.071               -81121.8                         0         
     923.355               -81185.7                         0         
     923.639               -81239                           0         
     923.923               -81278.2                         0         
     924.207               -81300.4                          0        
     924.491               -81303.4                          0        
     924.775               -81286                            0        
     925.06               -81248.1                           0        
     925.344               -81190.3                          0        
     925.628               -81114.7                          0        
     925.913               -81023.9                          0        
     926.197               -80921.6                          0        
     926.481               -80812.2                         0         
     926.766               -80700.5                         0         
     927.051               -80591.5                         0         
