# z[m]                Wz_trx/Z_0/L[1/(m^2*s]           Wz_try/Z_0/L[1/(m^2*s]       Wz_l/Z_0/L[1/(ms)]
         2119.11              -1.13804e+06                     -127611                               0
         2122.68              -1.13924e+06                     -134402                               0
         2126.25              -1.13835e+06                     -137006                               0
         2129.82              -1.12312e+06                     -110907                               0
          2133.4              -1.13459e+06                     -138211                               0
         2136.97              -1.13223e+06                     -137834                               0
         2140.56              -1.11296e+06                     -103614                               0
         2144.14              -1.12746e+06                     -136955                               0
         2147.73              -1.12523e+06                     -136787                               0
         2151.32               -1.1065e+06                     -103606                               0
         2154.91              -1.12097e+06                     -136847                               0
         2158.51              -1.11872e+06                     -136624                               0
          2162.1              -1.10386e+06                     -111148                               0
         2165.71              -1.11297e+06                     -133623                               0
         2169.31              -1.10896e+06                     -129849                               0
         2172.92              -1.10557e+06                     -127292                               0
         2176.53              -1.09805e+06                     -116473                               0
         2180.14              -1.09165e+06                     -107863                               0
         2183.76              -1.10268e+06                     -134118                               0
         2187.38              -1.08117e+06                      -95261                               0
            2191              -1.07948e+06                    -96067.3                               0
         2194.63              -1.08223e+06                     -105724                               0
         2198.26               -1.0852e+06                     -115807                               0
         2201.89              -1.08932e+06                     -128188                               0
         2205.53              -1.07487e+06                     -103398                               0
         2209.16              -1.08525e+06                     -128289                               0
         2212.81              -1.07558e+06                     -113049                               0
         2216.45              -1.08288e+06                     -131744                               0
          2220.1              -1.06219e+06                    -94421.2                               0
         2223.75              -1.06666e+06                     -107447                               0
          2227.4              -1.05779e+06                    -93751.3                               0
         2231.06              -1.07484e+06                     -131916                               0
         2234.71              -1.06518e+06                     -116638                               0
         2238.38              -1.06995e+06                     -130200                               0
         2242.04                -1.051e+06                    -96302.4                               0
         2245.71              -1.05984e+06                     -117997                               0
         2249.38              -1.05032e+06                     -102957                               0
         2253.05              -1.05443e+06                     -115155                               0
         2256.73              -1.04153e+06                    -93326.3                               0
         2260.41              -1.04328e+06                     -100781                               0
         2264.09              -1.05487e+06                     -127936                               0
         2267.78              -1.04972e+06                     -121564                               0
         2271.47              -1.05095e+06                     -127971                               0
         2275.16              -1.03589e+06                     -101762                               0
         2278.86              -1.04732e+06                     -128533                               0
         2282.55               -1.0434e+06                     -124593                               0
         2286.25              -1.02473e+06                    -91135.2                               0
         2289.96              -1.03447e+06                     -114496                               0
         2293.67              -1.03028e+06                     -109997                               0
         2297.38                -1.021e+06                    -95290.8                               0
         2301.09              -1.02329e+06                     -103722                               0
          2304.8               -1.0205e+06                     -101983                               0
         2308.52              -1.01692e+06                    -98645.3                               0
         2312.25              -1.01619e+06                     -101011                               0
         2315.97              -1.01464e+06                     -101729                               0
          2319.7              -1.00988e+06                    -95998.2                               0
         2323.43              -1.01287e+06                     -105771                               0
         2327.16              -1.01268e+06                     -109172                               0
          2330.9               -1.0013e+06                    -90175.7                               0
         2334.64              -1.01335e+06                     -118065                               0
         2338.38              -1.01371e+06                     -122524                               0
         2342.13                   -997560                    -93964.8                               0
         2345.88              -1.01188e+06                     -126358                               0
         2349.63              -1.00849e+06                     -123302                               0
         2353.38              -1.00368e+06                     -117389                               0
         2357.14                   -996080                     -105886                               0
          2360.9                   -989001                    -95418.4                               0
         2364.67                   -999318                     -119747                               0
         2368.43                   -982747                    -90270.1                               0
          2372.2                   -985854                     -100156                               0
         2375.98                   -978018                    -88137.5                               0
         2379.75                   -994109                     -123982                               0
         2383.53                   -991079                     -121562                               0
         2387.31                   -989214                     -121462                               0
          2391.1                   -972317                    -91276.3                               0
         2394.89                   -969242                    -88736.9                               0
         2398.68                   -968578                    -91013.6                               0
         2402.47                   -981656                     -120776                               0
         2406.27                   -979722                     -120492                               0
         2410.07                   -978973                     -122571                               0
         2413.87                   -959368                    -86914.2                               0
         2417.68                   -963401                    -98542.8                               0
         2421.49                   -956639                    -88564.1                               0
          2425.3                   -969053                     -116944                               0
         2429.11                   -955294                    -92947.8                               0
         2432.93                   -958452                     -102790                               0
         2436.75                   -962223                     -113852                               0
         2440.57                   -963052                     -119018                               0
          2444.4                   -962631                     -121674                               0
         2448.23                   -945291                    -90468.6                               0
         2452.06                   -957037                     -117453                               0
          2455.9                   -953040                     -112928                               0
         2459.74                   -937827                    -85953.5                               0
         2463.58                   -945088                     -103936                               0
         2467.43                   -941622                     -100449                               0
         2471.27                   -934970                    -90576.7                               0
         2475.12                   -936020                    -96108.5                               0
         2478.98                   -933843                    -95174.4                               0
         2482.83                   -930664                    -92226.7                               0
         2486.69                   -930632                    -95569.6                               0
         2490.56                   -929614                    -96928.1                               0
         2494.42                   -923653                    -88391.2                               0
         2498.29                   -928858                     -102184                               0
         2502.16                   -929087                     -106015                               0
         2506.04                   -916434                    -84063.8                               0
         2509.92                   -929973                     -114508                               0
          2513.8                   -929866                     -117642                               0
         2517.68                   -916042                    -93321.8                               0
         2521.57                   -925775                     -116128                               0
         2525.46                   -920993                     -109884                               0
         2529.35                   -922311                     -115838                               0
         2533.25                   -908094                    -90699.3                               0
         2537.15                   -903112                    -84030.3                               0
         2541.05                   -910869                     -102843                               0
         2544.95                   -904129                      -92642                               0
         2548.86                   -909004                     -105673                               0
         2552.77                   -897613                    -86149.8                               0
         2556.68                   -910441                     -115076                               0
          2560.6                   -902591                     -102623                               0
         2564.52                   -907652                     -115994                               0
         2568.44                   -889453                    -82819.5                               0
         2572.37                   -893845                      -94837                               0
          2576.3                   -886312                    -82987.8                               0
         2580.23                   -900414                     -114417                               0
         2584.16                   -890469                    -97727.6                               0
          2588.1                   -895316                     -110625                               0
         2592.04                   -883442                    -90059.4                               0
         2595.99                   -892192                     -110750                               0
         2599.93                   -885310                     -100158                               0
         2603.88                   -878742                    -90186.6                               0
         2607.84                   -873385                    -82630.3                               0
         2611.79                   -871175                      -81364                               0
         2615.75                   -885647                     -113467                               0
         2619.71                   -872794                    -90890.3                               0
         2623.68                   -874637                    -97711.9                               0
         2627.65                   -878035                     -107636                               0
         2631.62                   -876833                     -108348                               0
         2635.59                   -876748                     -111291                               0
         2639.57                   -866378                    -93645.1                               0
         2643.55                   -874701                     -113395                               0
         2647.53                   -873140                     -113361                               0
         2651.51                   -858236                    -86623.4                               0
          2655.5                   -869773                     -112783                               0
          2659.5                   -868150                     -112603                               0
         2663.49                   -853283                    -85920.3                               0
         2667.49                   -865076                     -112569                               0
         2671.49                   -863489                     -112441                               0
         2675.49                   -851349                    -91192.1                               0
          2679.5                   -859490                     -110514                               0
         2683.51                   -856690                     -107938                               0
         2687.52                   -852999                     -103573                               0
         2691.54                   -848813                    -98211.5                               0
         2695.56                   -843954                    -91494.2                               0
         2699.58                   -852306                     -111205                               0
          2703.6                   -835208                    -79986.7                               0
         2707.63                   -833204                    -78962.7                               0
         2711.66                   -837734                    -91005.6                               0
         2715.69                   -836730                    -91969.6                               0
         2719.73                   -840533                     -102544                               0
         2723.77                   -828991                    -82408.6                               0
         2727.81                   -840684                     -108758                               0
         2731.86                   -834217                    -98763.2                               0
         2735.91                   -838413                     -110098                               0
         2739.96                   -820905                    -77999.8                               0
         2744.01                   -822381                    -83878.1                               0
         2748.07                   -818008                    -78048.9                               0
         2752.13                   -832177                     -109311                               0
          2756.2                   -827592                     -103042                               0
         2760.26                   -829256                     -109272                               0
         2764.33                   -811948                    -77534.9                               0
         2768.41                   -816777                    -90084.8                               0
         2772.48                   -810157                    -79720.6                               0
         2776.56                   -820466                     -103220                               0
         2780.64                   -808916                    -82979.4                               0
         2784.73                   -812288                    -92587.4                               0
         2788.81                   -814154                      -99176                               0
          2792.9                   -816645                     -107010                               0
            2797                   -815649                     -107860                               0
         2801.09                   -799283                    -77950.4                               0
         2805.19                   -808791                    -99804.1                               0
          2809.3                   -804466                    -93974.8                               0
          2813.4                   -796238                    -80329.9                               0
         2817.51                   -796761                    -84187.3                               0
         2821.62                   -793755                    -80979.9                               0
         2825.74                   -796940                    -90151.2                               0
         2829.86                   -789228                    -77513.4                               0
         2833.98                   -787458                    -76759.7                               0
          2838.1                   -795102                    -94836.1                               0
         2842.23                   -784405                    -76207.5                               0
         2846.36                   -783041                    -76247.9                               0
         2850.49                   -790090                      -93116                               0
         2854.62                   -780787                    -77259.2                               0
         2858.76                   -780082                    -78599.6                               0
          2862.9                   -781965                    -85113.5                               0
         2867.05                   -780101                    -84122.8                               0
          2871.2                   -780946                      -88548                               0
         2875.35                   -773087                    -75550.4                               0
          2879.5                   -783545                    -99197.1                               0
         2883.66                   -784316                     -103457                               0
         2887.82                   -772454                    -82432.4                               0
         2891.98                   -781216                     -102670                               0
         2896.15                   -776525                    -95980.6                               0
         2900.31                   -779133                     -103893                               0
         2904.49                   -764736                    -77773.8                               0
         2908.66                   -761636                    -74253.7                               0
         2912.84                   -765653                    -84966.3                               0
         2917.02                   -766824                    -89980.8                               0
          2921.2                   -770990                     -100980                               0
         2925.39                   -761699                    -85049.1                               0
         2929.58                   -764798                    -93903.8                               0
         2933.77                   -756307                    -79562.9                               0
         2937.97                   -762312                    -94219.8                               0
         2942.16                   -755654                    -83534.8                               0
         2946.37                   -762124                    -99111.1                               0
         2950.57                   -754661                    -86804.6                               0
         2954.78                   -753350                    -86802.3                               0
         2958.99                   -745400                    -73510.2                               0
          2963.2                   -747078                    -79476.7                               0
         2967.42                   -755913                    -99757.3                               0
         2971.64                   -753807                    -98140.9                               0
         2975.86                   -754529                     -102180                               0
         2980.09                   -739971                    -75638.2                               0
         2984.32                   -748846                    -95977.4                               0
         2988.55                   -744213                    -89285.5                               0
         2992.78                   -736950                    -77325.4                               0
         2997.02                   -735848                      -77685                               0
         3001.26                   -732902                    -74351.8                               0
          3005.5                   -740070                    -91250.1                               0
         3009.75                   -729296                    -72242.6                               0
            3014                   -728190                    -72575.2                               0
         3018.25                   -739744                    -98231.3                               0
         3022.51                   -726317                    -73902.2                               0
         3026.77                   -725275                      -74346                               0
         3031.03                   -736546                    -99421.5                               0
         3035.29                   -722668                    -74172.2                               0
         3039.56                   -721105                    -73558.9                               0
         3043.83                   -731821                    -97509.1                               0
          3048.1                   -717779                    -71917.2                               0
         3052.38                   -716290                    -71437.5                               0
         3056.66                   -724274                    -89904.5                               0
         3060.94                   -714696                    -73228.9                               0
         3065.23                   -715016                    -76353.2                               0
         3069.52                   -713444                    -75685.8                               0
         3073.81                   -718027                    -87328.9                               0
          3078.1                   -719929                      -93602                               0
          3082.4                   -708749                    -73696.2                               0
          3086.7                   -720175                    -99014.9                               0
            3091                   -716846                    -94807.7                               0
         3095.31                   -716389                    -96342.4                               0
         3099.62                   -705241                    -76480.9                               0
         3103.93                   -701148                    -70729.2                               0
         3108.25                   -706086                    -83043.9                               0
         3112.57                   -704982                    -83263.4                               0
         3116.89                   -709460                    -94646.7                               0
         3121.21                   -700835                    -79807.7                               0
         3125.54                   -704333                    -89222.5                               0
         3129.87                   -696171                    -75300.2                               0
          3134.2                   -701558                    -88484.1                               0
         3138.54                   -696389                    -80539.9                               0
         3142.88                   -702452                    -95066.6                               0
         3147.22                   -696112                    -84772.1                               0
         3151.57                   -692211                    -79351.1                               0
         3155.92                   -686150                    -69604.8                               0
         3160.27                   -686391                    -72464.5                               0
         3164.62                   -697243                      -96548                               0
         3168.98                   -692120                      -88665                               0
         3173.34                   -693945                    -94678.5                               0
          3177.7                   -683722                    -76580.3                               0
         3182.07                   -691905                    -95306.4                               0
         3186.44                   -688764                    -91369.3                               0
         3190.81                   -676627                      -69429                               0
         3195.19                   -681477                    -81470.9                               0
         3199.57                   -678224                    -77296.7                               0
         3203.95                   -677020                    -77218.1                               0
         3208.33                   -673209                    -71918.6                               0
         3212.72                   -671346                      -70511                               0
         3217.11                   -676792                    -83722.5                               0
          3221.5                   -668393                    -69229.4                               0
          3225.9                   -667140                    -69030.2                               0
          3230.3                   -673785                    -84626.8                               0
          3234.7                   -664952                    -69253.1                               0
         3239.11                   -664086                    -69813.4                               0
         3243.52                   -667990                    -79914.1                               0
         3247.93                   -663231                    -72676.1                               0
         3252.34                   -663441                    -75377.3                               0
         3256.76                   -660133                    -71033.3                               0
         3261.18                   -665252                    -83547.2                               0
          3265.6                   -666494                    -88298.2                               0
         3270.03                   -655784                      -69132                               0
         3274.46                   -667257                    -94347.3                               0
         3278.89                   -665503                    -93090.2                               0
         3283.33                   -661335                    -87001.8                               0
         3287.77                   -656739                    -80049.7                               0
         3292.21                   -651538                    -71885.4                               0
         3296.65                   -658854                    -88759.1                               0
          3301.1                   -648199                    -69673.1                               0
         3305.55                   -651489                    -78484.7                               0
            3310                   -644779                    -67281.4                               0
         3314.46                   -656749                    -93452.4                               0
         3318.92                   -652668                    -87501.7                               0
         3323.38                   -654387                    -93151.7                               0
         3327.85                   -640163                    -66898.7                               0
         3332.31                   -641729                    -72235.6                               0
         3336.79                   -637837                      -66647                               0
         3341.26                   -649785                      -92747                               0
         3345.74                   -643628                    -82617.3                               0
         3350.22                   -646690                    -90928.8                               0
          3354.7                   -635237                    -70195.1                               0
         3359.19                   -642287                    -86479.7                               0
         3363.68                   -636891                    -77855.7                               0
         3368.17                   -634562                    -75366.5                               0
         3372.67                   -629021                    -66445.6                               0
         3377.16                   -628061                    -66685.6                               0
         3381.67                   -639422                    -91574.6                               0
         3386.17                   -630077                    -75029.6                               0
         3390.68                   -631567                    -80158.6                               0
         3395.19                   -633298                      -85767                               0
          3399.7                   -633196                    -87705.1                               0
         3404.22                   -633128                    -89706.3                               0
         3408.74                   -625000                    -75576.4                               0
         3413.26                   -631702                    -91115.1                               0
         3417.78                   -630639                    -91113.5                               0
         3422.31                   -619447                    -70840.5                               0
         3426.84                   -628373                    -90817.5                               0
         3431.38                   -627276                    -90734.4                               0
         3435.92                   -616334                      -70952                               0
         3440.46                   -625105                      -90605                               0
            3445                   -623890                    -90276.2                               0
         3449.55                   -615726                    -76038.7                               0
         3454.09                   -620584                    -87852.5                               0
         3458.65                   -618211                    -85194.3                               0
          3463.2                   -617549                    -85954.7                               0
         3467.76                   -611787                    -76508.1                               0
         3472.32                   -608134                    -71277.2                               0
         3476.89                   -615753                    -88594.6                               0
         3481.45                   -602715                    -64579.1                               0
         3486.02                   -602366                    -65947.7                               0
          3490.6                   -603417                    -70112.2                               0
         3495.17                   -606972                    -79283.8                               0
         3499.75                   -609611                    -86619.7                               0
         3504.34                   -600959                    -71360.3                               0
         3508.92                   -606577                    -84647.3                               0
         3513.51                   -600576                    -74683.9                               0
          3518.1                   -605872                    -87320.8                               0
         3522.69                   -593707                    -65017.9                               0
         3527.29                   -597280                    -74197.5                               0
         3531.89                   -591436                    -64535.2                               0
          3536.5                   -602045                    -87786.5                               0
          3541.1                   -595716                      -77145                               0
         3545.71                   -599383                    -86497.9                               0
         3550.32                   -588520                      -66777                               0
         3554.94                   -594610                    -80973.1                               0
         3559.56                   -588856                    -71466.6                               0
         3564.18                   -590300                    -76359.3                               0
          3568.8                   -582952                    -63655.8                               0
         3573.43                   -583935                    -67618.2                               0
         3578.06                   -592479                    -86705.5                               0
         3582.69                   -588493                    -80717.9                               0
         3587.33                   -589801                    -85320.9                               0
         3591.97                   -581599                    -70891.2                               0
         3596.61                   -588658                      -86992                               0
         3601.26                   -586677                    -85002.6                               0
         3605.91                   -574666                    -62941.1                               0
         3610.56                   -581781                    -79143.6                               0
         3615.21                   -579417                    -76376.6                               0
         3619.87                   -572602                      -64701                               0
         3624.53                   -575473                    -72401.5                               0
         3629.19                   -573939                    -71284.6                               0
         3633.86                   -570637                    -66627.6                               0
         3638.53                   -571699                    -70696.8                               0
          3643.2                   -570982                    -71204.7                               0
         3647.87                   -566997                    -65171.4                               0
         3652.55                   -570393                    -73901.1                               0
         3657.23                   -570523                    -76091.2                               0
         3661.92                   -562654                    -62275.1                               0
         3666.61                   -571323                    -81545.9                               0
          3671.3                   -571628                    -84076.3                               0
         3675.99                   -561680                    -66090.4                               0
         3680.69                   -570409                    -85469.2                               0
         3685.38                   -568181                    -82923.5                               0
         3690.09                   -566389                      -81246                               0
         3694.79                   -560461                    -71288.5                               0
          3699.5                   -556373                    -65010.1                               0
         3704.21                   -563177                    -80519.7                               0
         3708.93                   -553767                    -63586.8                               0
         3713.64                   -556322                    -70588.7                               0
         3718.36                   -550831                    -61489.9                               0
         3723.09                   -561546                    -84811.8                               0
         3727.81                   -559234                    -82066.8                               0
         3732.54                   -559080                    -83634.5                               0
         3737.27                   -547742                    -62823.8                               0
         3742.01                   -546720                    -62649.5                               0
         3746.75                   -545814                    -62702.9                               0
         3751.49                   -555180                    -83307.2                               0
         3756.23                   -553375                    -81554.7                               0
         3760.98                   -553737                    -84136.1                               0
         3765.73                   -541213                    -60932.6                               0
         3770.48                   -544741                    -69840.9                               0
         3775.24                   -540303                      -62809                               0
            3780                   -547564                    -79181.2                               0
         3784.76                   -538990                    -63866.4                               0
         3789.53                   -541054                    -69832.9                               0
         3794.29                   -545003                    -79568.5                               0
         3799.07                   -544740                    -80873.7                               0
         3803.84                   -545001                    -83223.3                               0
         3808.62                   -534726                    -64489.5                               0
          3813.4                   -542397                    -81658.9                               0
         3818.18                   -540214                    -79110.3                               0
         3822.97                   -529930                    -60348.4                               0
         3827.76                   -535667                      -73639                               0
         3832.55                   -533655                    -71421.3                               0
         3837.34                   -528378                    -62667.3                               0
         3842.14                   -530444                    -68603.2                               0
         3846.94                   -529243                    -67999.3                               0
         3851.75                   -526173                    -63651.7                               0
         3856.55                   -527609                    -68317.3                               0
         3861.36                   -527181                      -69251                               0
         3866.18                   -522427                      -61525                               0
         3870.99                   -527132                    -72722.1                               0
         3875.81                   -527457                    -75153.5                               0
         3880.64                   -518858                    -59724.9                               0
         3885.46                   -528206                    -80202.5                               0
         3890.29                   -528113                    -81785.8                               0
         3895.12                   -519838                    -66997.3                               0
         3899.95                   -525283                    -79656.1                               0
         3904.79                   -522157                    -75162.1                               0
         3909.63                   -524162                    -80933.1                               0
         3914.47                   -514296                    -62947.1                               0
         3919.32                   -511654                    -59414.5                               0
         3924.17                   -516344                    -70546.7                               0
         3929.02                   -513554                    -66709.5                               0
         3933.88                   -516911                    -75169.4                               0
         3938.73                   -509533                      -62147                               0
          3943.6                   -517221                    -79266.7                               0
         3948.46                   -511987                      -70528                               0
         3953.33                   -515940                    -80169.2                               0
          3958.2                   -504783                    -59573.3                               0
