# z[m]=zi*speed_c*beta       WX/Z_0/L[1/(m^2*s]       WY/Z_0/L[1/(m^2*s]     WY_trail/Z_0/L[1/(m^2*s]        Wz_l/Z_0/L[1/(ms)]       
          118.647              -2.10669e+07                  -7.53152e+06                  -2.10669e+07                     -3598.06            
          118.966              -2.10006e+07                  -7.50814e+06                  -2.10006e+07                     -3578.82            
          119.285              -2.09348e+07                  -7.48526e+06                  -2.09348e+07                     -3563.45            
          119.605              -2.08691e+07                  -7.46202e+06                  -2.08691e+07                     -3546.72            
          119.925              -2.08039e+07                  -7.43938e+06                  -2.08039e+07                        -3529            
          120.245              -2.07389e+07                  -7.41647e+06                  -2.07388e+07                     -3514.73            
          120.566              -2.06742e+07                  -7.39392e+06                  -2.06742e+07                     -3495.64            
          120.887              -2.06099e+07                  -7.37145e+06                  -2.06099e+07                     -3482.22            
          121.209              -2.05457e+07                  -7.34894e+06                  -2.05457e+07                     -3463.61            
          121.531              -2.04821e+07                  -7.32687e+06                  -2.04821e+07                     -3449.28            
          121.854              -2.04185e+07                  -7.30448e+06                  -2.04184e+07                     -3432.54            
          122.177              -2.03554e+07                   -7.2827e+06                  -2.03554e+07                     -3416.44            
            122.5              -2.02924e+07                  -7.26056e+06                  -2.02924e+07                     -3401.85            
          122.824              -2.02299e+07                  -7.23893e+06                  -2.02299e+07                     -3384.22            
          123.148              -2.01675e+07                  -7.21713e+06                  -2.01675e+07                     -3371.11            
          123.473              -2.01055e+07                  -7.19559e+06                  -2.01055e+07                     -3352.89            
          123.798              -2.00438e+07                  -7.17417e+06                  -2.00438e+07                      -3340.2            
          124.124              -1.99823e+07                  -7.15271e+06                  -1.99823e+07                     -3322.43            
           124.45              -1.99212e+07                  -7.13163e+06                  -1.99212e+07                     -3309.23            
          124.776              -1.98602e+07                  -7.11031e+06                  -1.98602e+07                     -3292.64            
          125.103              -1.97997e+07                  -7.08951e+06                  -1.97997e+07                     -3278.43            
           125.43              -1.97393e+07                  -7.06837e+06                  -1.97393e+07                     -3263.29            
          125.758              -1.96794e+07                   -7.0478e+06                  -1.96794e+07                     -3247.98            
          126.086              -1.96195e+07                  -7.02689e+06                  -1.96195e+07                      -3234.2            
          126.415              -1.95601e+07                  -7.00649e+06                  -1.95601e+07                     -3218.02            
          126.744              -1.95008e+07                  -6.98585e+06                  -1.95007e+07                     -3205.29            
          127.073              -1.94419e+07                   -6.9656e+06                  -1.94419e+07                     -3188.59            
          127.403              -1.93832e+07                  -6.94524e+06                  -1.93831e+07                     -3176.54            
          127.733              -1.93248e+07                  -6.92514e+06                  -1.93247e+07                     -3159.67            
          128.064              -1.92666e+07                  -6.90505e+06                  -1.92666e+07                     -3147.97            
          128.395              -1.92087e+07                  -6.88508e+06                  -1.92087e+07                      -3131.2            
          128.726              -1.91511e+07                  -6.86526e+06                  -1.91511e+07                     -3119.63            
          129.058              -1.90937e+07                  -6.84545e+06                  -1.90937e+07                     -3103.14            
          129.391              -1.90366e+07                  -6.82587e+06                  -1.90366e+07                     -3091.57            
          129.724              -1.89797e+07                  -6.80622e+06                  -1.89797e+07                     -3075.43            
          130.057              -1.89232e+07                  -6.78688e+06                  -1.89232e+07                     -3063.82            
          130.391              -1.88668e+07                   -6.7674e+06                  -1.88668e+07                     -3048.03            
          130.725              -1.88108e+07                  -6.74828e+06                  -1.88108e+07                      -3036.4            
          131.059              -1.87549e+07                  -6.72898e+06                  -1.87548e+07                     -3020.93            
          131.394              -1.86994e+07                  -6.71006e+06                  -1.86993e+07                     -3009.32            
           131.73               -1.8644e+07                  -6.69095e+06                  -1.86439e+07                      -2994.1            
          132.066              -1.85889e+07                  -6.67223e+06                  -1.85889e+07                     -2982.59            
          132.402               -1.8534e+07                  -6.65331e+06                   -1.8534e+07                     -2967.53            
          132.738              -1.84795e+07                  -6.63477e+06                  -1.84795e+07                      -2956.2            
          133.076              -1.84251e+07                  -6.61606e+06                  -1.84251e+07                     -2941.24            
          133.413               -1.8371e+07                  -6.59769e+06                   -1.8371e+07                     -2930.14            
          133.751              -1.83171e+07                  -6.57918e+06                  -1.83171e+07                     -2915.21            
          134.089              -1.82635e+07                  -6.56098e+06                  -1.82635e+07                      -2904.4            
          134.428              -1.82101e+07                  -6.54268e+06                  -1.82101e+07                     -2889.47            
          134.768               -1.8157e+07                  -6.52462e+06                   -1.8157e+07                     -2878.95            
          135.107              -1.81041e+07                  -6.50655e+06                   -1.8104e+07                     -2864.03            
          135.447              -1.80514e+07                  -6.48863e+06                  -1.80514e+07                     -2853.75            
          135.788              -1.79989e+07                  -6.47078e+06                  -1.79989e+07                     -2838.93            
          136.129              -1.79467e+07                  -6.45299e+06                  -1.79467e+07                     -2828.76            
           136.47              -1.78948e+07                  -6.43538e+06                  -1.78947e+07                     -2814.21            
          136.812               -1.7843e+07                   -6.4177e+06                  -1.78429e+07                     -2803.94            
          137.154              -1.77915e+07                  -6.40032e+06                  -1.77915e+07                     -2789.89            
          137.497              -1.77401e+07                  -6.38277e+06                  -1.77401e+07                     -2779.25            
           137.84              -1.76891e+07                  -6.36561e+06                  -1.76891e+07                     -2765.99            
          138.184              -1.76382e+07                  -6.34819e+06                  -1.76381e+07                      -2754.7            
          138.528              -1.75876e+07                  -6.33123e+06                  -1.75876e+07                     -2742.48            
          138.872              -1.75371e+07                  -6.31397e+06                  -1.75371e+07                     -2730.33            
          139.217               -1.7487e+07                  -6.29716e+06                   -1.7487e+07                     -2719.27            
          139.562               -1.7437e+07                  -6.28011e+06                   -1.7437e+07                     -2706.24            
          139.908              -1.73873e+07                  -6.26341e+06                  -1.73873e+07                     -2696.23            
          140.254              -1.73377e+07                   -6.2466e+06                  -1.73377e+07                     -2682.62            
            140.6              -1.72884e+07                  -6.22997e+06                  -1.72884e+07                     -2673.17            
          140.947              -1.72393e+07                  -6.21344e+06                  -1.72393e+07                     -2659.59            
          141.295              -1.71904e+07                  -6.19685e+06                  -1.71904e+07                     -2649.96            
          141.642              -1.71418e+07                  -6.18059e+06                  -1.71418e+07                     -2637.22            
          141.991              -1.70932e+07                  -6.16409e+06                  -1.70932e+07                     -2626.65            
          142.339               -1.7045e+07                  -6.14802e+06                   -1.7045e+07                     -2615.37            
          142.688              -1.69969e+07                  -6.13169e+06                  -1.69969e+07                     -2603.47            
          143.038              -1.69491e+07                  -6.11573e+06                  -1.69491e+07                     -2593.71            
          143.388              -1.69014e+07                  -6.09964e+06                  -1.69014e+07                     -2580.81            
          143.738               -1.6854e+07                  -6.08371e+06                   -1.6854e+07                     -2571.81            
          144.089              -1.68068e+07                  -6.06792e+06                  -1.68068e+07                        -2559            
           144.44              -1.67597e+07                  -6.05202e+06                  -1.67597e+07                      -2549.5            
          144.792               -1.6713e+07                  -6.03648e+06                   -1.6713e+07                     -2538.02            
          145.144              -1.66663e+07                  -6.02068e+06                  -1.66662e+07                     -2527.02            
          145.496              -1.66199e+07                  -6.00528e+06                  -1.66199e+07                     -2517.38            
          145.849              -1.65736e+07                  -5.98972e+06                  -1.65736e+07                     -2505.04            
          146.203              -1.65276e+07                  -5.97432e+06                  -1.65276e+07                     -2496.37            
          146.556              -1.64818e+07                  -5.95907e+06                  -1.64818e+07                     -2484.13            
          146.911              -1.64361e+07                  -5.94368e+06                  -1.64361e+07                      -2474.7            
          147.265              -1.63907e+07                  -5.92867e+06                  -1.63907e+07                     -2464.16            
           147.62              -1.63454e+07                  -5.91342e+06                  -1.63454e+07                     -2452.93            
          147.976              -1.63004e+07                  -5.89847e+06                  -1.63004e+07                     -2444.21            
          148.332              -1.62555e+07                  -5.88351e+06                  -1.62555e+07                      -2432.1            
          148.688              -1.62108e+07                  -5.86853e+06                  -1.62108e+07                     -2423.44            
          149.045              -1.61664e+07                  -5.85386e+06                  -1.61664e+07                     -2412.57            
          149.402               -1.6122e+07                  -5.83896e+06                   -1.6122e+07                     -2402.14            
           149.76               -1.6078e+07                  -5.82439e+06                  -1.60779e+07                     -2393.39            
          150.118               -1.6034e+07                  -5.80976e+06                   -1.6034e+07                     -2381.63            
          150.476              -1.59902e+07                  -5.79515e+06                  -1.59902e+07                     -2373.29            
          150.835              -1.59467e+07                  -5.78082e+06                  -1.59467e+07                     -2362.63            
          151.195              -1.59033e+07                  -5.76627e+06                  -1.59033e+07                     -2352.45            
          151.554              -1.58601e+07                  -5.75204e+06                  -1.58601e+07                     -2344.02            
          151.915              -1.58171e+07                  -5.73778e+06                  -1.58171e+07                     -2332.56            
          152.275              -1.57742e+07                  -5.72349e+06                  -1.57742e+07                     -2324.25            
          152.636              -1.57317e+07                  -5.70951e+06                  -1.57317e+07                     -2314.29            
          152.998              -1.56891e+07                  -5.69532e+06                  -1.56891e+07                     -2303.88            
           153.36              -1.56468e+07                  -5.68137e+06                  -1.56468e+07                     -2295.97            
          153.722              -1.56047e+07                  -5.66751e+06                  -1.56047e+07                     -2284.97            
          154.085              -1.55627e+07                  -5.65351e+06                  -1.55627e+07                     -2276.21            
          154.448               -1.5521e+07                  -5.63985e+06                   -1.5521e+07                     -2267.42            
          154.812              -1.54794e+07                  -5.62606e+06                  -1.54794e+07                     -2256.62            
          155.176              -1.54379e+07                  -5.61234e+06                  -1.54379e+07                     -2248.89            
           155.54              -1.53967e+07                  -5.59887e+06                  -1.53967e+07                        -2239            
          155.905              -1.53556e+07                   -5.5852e+06                  -1.53556e+07                     -2229.23            
           156.27              -1.53147e+07                  -5.57178e+06                  -1.53147e+07                      -2221.6            
          156.636               -1.5274e+07                  -5.55843e+06                   -1.5274e+07                     -2211.11            
          157.002              -1.52333e+07                  -5.54495e+06                  -1.52333e+07                     -2202.48            
          157.369               -1.5193e+07                  -5.53178e+06                   -1.5193e+07                     -2194.39            
          157.736              -1.51527e+07                  -5.51854e+06                  -1.51527e+07                     -2183.92            
          158.103              -1.51126e+07                  -5.50528e+06                  -1.51126e+07                     -2176.11            
          158.471              -1.50727e+07                  -5.49232e+06                  -1.50727e+07                     -2167.45            
           158.84              -1.50329e+07                  -5.47921e+06                  -1.50329e+07                     -2157.36            
          159.208              -1.49933e+07                  -5.46618e+06                  -1.49933e+07                     -2150.02            
          159.578               -1.4954e+07                  -5.45339e+06                   -1.4954e+07                     -2140.92            
          159.947              -1.49146e+07                  -5.44044e+06                  -1.49146e+07                     -2131.34            
          160.317              -1.48755e+07                  -5.42763e+06                  -1.48755e+07                     -2124.19            
          160.688              -1.48366e+07                    -5.415e+06                  -1.48366e+07                     -2114.87            
          161.059              -1.47978e+07                  -5.40221e+06                  -1.47978e+07                     -2105.74            
           161.43              -1.47592e+07                  -5.38961e+06                  -1.47592e+07                     -2098.68            
          161.802              -1.47207e+07                  -5.37714e+06                  -1.47207e+07                     -2089.32            
          162.174              -1.46824e+07                  -5.36453e+06                  -1.46823e+07                      -2080.5            
          162.546              -1.46442e+07                  -5.35211e+06                  -1.46442e+07                     -2073.52            
          162.919              -1.46063e+07                  -5.33981e+06                  -1.46063e+07                     -2064.24            
          163.293              -1.45683e+07                  -5.32737e+06                  -1.45683e+07                      -2055.6            
          163.667              -1.45307e+07                  -5.31512e+06                  -1.45306e+07                     -2048.71            
          164.041              -1.44931e+07                    -5.303e+06                  -1.44931e+07                     -2039.64            
          164.416              -1.44557e+07                  -5.29073e+06                  -1.44557e+07                     -2031.02            
          164.791              -1.44185e+07                  -5.27864e+06                  -1.44184e+07                     -2024.25            
          165.167              -1.43814e+07                  -5.26669e+06                  -1.43814e+07                     -2015.49            
          165.543              -1.43444e+07                  -5.25461e+06                  -1.43444e+07                     -2006.78            
          165.919              -1.43076e+07                  -5.24266e+06                  -1.43076e+07                      -2000.1            
          166.296               -1.4271e+07                  -5.23089e+06                   -1.4271e+07                     -1991.79            
          166.673              -1.42345e+07                  -5.21899e+06                  -1.42344e+07                     -1982.93            
          167.051              -1.41981e+07                  -5.20717e+06                  -1.41981e+07                     -1976.22            
          167.429              -1.41619e+07                  -5.19557e+06                  -1.41619e+07                      -1968.5            
          167.808              -1.41258e+07                  -5.18388e+06                  -1.41258e+07                     -1959.54            
          168.187              -1.40899e+07                  -5.17218e+06                  -1.40898e+07                     -1952.57            
          168.566              -1.40541e+07                  -5.16072e+06                  -1.40541e+07                     -1945.52            
          168.946              -1.40185e+07                  -5.14925e+06                  -1.40185e+07                     -1936.68            
          169.326              -1.39829e+07                   -5.1377e+06                  -1.39829e+07                     -1929.21            
          169.707              -1.39476e+07                  -5.12635e+06                  -1.39476e+07                     -1922.72            
          170.088              -1.39124e+07                  -5.11509e+06                  -1.39124e+07                     -1914.38            
           170.47              -1.38773e+07                  -5.10372e+06                  -1.38773e+07                     -1906.28            
          170.852              -1.38423e+07                  -5.09246e+06                  -1.38423e+07                     -1899.94            
          171.234              -1.38076e+07                  -5.08138e+06                  -1.38076e+07                     -1892.51            
          171.617              -1.37729e+07                  -5.07022e+06                  -1.37729e+07                     -1884.02            
              172              -1.37384e+07                  -5.05906e+06                  -1.37383e+07                     -1877.21            
          172.384               -1.3704e+07                   -5.0481e+06                   -1.3704e+07                     -1870.73            
          172.768              -1.36698e+07                  -5.03719e+06                  -1.36698e+07                     -1862.54            
          173.153              -1.36356e+07                  -5.02618e+06                  -1.36356e+07                     -1854.87            
          173.538              -1.36016e+07                  -5.01529e+06                  -1.36016e+07                     -1848.73            
          173.923              -1.35678e+07                  -5.00457e+06                  -1.35678e+07                     -1841.59            
          174.309              -1.35341e+07                   -4.9938e+06                  -1.35341e+07                      -1833.4            
          174.695              -1.35004e+07                    -4.983e+06                  -1.35004e+07                     -1826.61            
          175.082               -1.3467e+07                  -4.97238e+06                   -1.3467e+07                     -1820.49            
          175.469              -1.34337e+07                  -4.96185e+06                  -1.34337e+07                     -1812.89            
          175.857              -1.34005e+07                  -4.95123e+06                  -1.34005e+07                     -1805.12            
          176.245              -1.33674e+07                  -4.94067e+06                  -1.33674e+07                     -1798.91            
          176.633              -1.33345e+07                  -4.93029e+06                  -1.33345e+07                     -1792.59            
          177.022              -1.33017e+07                  -4.91994e+06                  -1.33017e+07                     -1784.86            
          177.411               -1.3269e+07                  -4.90952e+06                   -1.3269e+07                     -1777.54            
          177.801              -1.32364e+07                  -4.89919e+06                  -1.32364e+07                     -1771.61            
          178.191               -1.3204e+07                  -4.88903e+06                   -1.3204e+07                     -1765.17            
          178.582              -1.31717e+07                  -4.87888e+06                  -1.31717e+07                     -1757.51            
          178.973              -1.31395e+07                  -4.86867e+06                  -1.31395e+07                     -1750.51            
          179.364              -1.31074e+07                  -4.85857e+06                  -1.31074e+07                     -1744.72            
          179.756              -1.30755e+07                  -4.84863e+06                  -1.30755e+07                     -1738.32            
          180.148              -1.30438e+07                  -4.83869e+06                  -1.30438e+07                     -1730.82            
          180.541               -1.3012e+07                   -4.8287e+06                   -1.3012e+07                     -1723.95            
          180.934              -1.29805e+07                  -4.81883e+06                  -1.29804e+07                     -1718.23            
          181.327              -1.29491e+07                  -4.80911e+06                   -1.2949e+07                     -1712.05            
          181.721              -1.29177e+07                  -4.79941e+06                  -1.29177e+07                     -1704.76            
          182.116              -1.28865e+07                  -4.78967e+06                  -1.28865e+07                     -1697.86            
          182.511              -1.28554e+07                  -4.78002e+06                  -1.28554e+07                     -1692.14            
          182.906              -1.28245e+07                  -4.77052e+06                  -1.28245e+07                     -1686.29            
          183.302              -1.27937e+07                  -4.76109e+06                  -1.27937e+07                     -1679.32            
          183.698              -1.27629e+07                  -4.75163e+06                  -1.27629e+07                     -1672.33            
          184.094              -1.27323e+07                  -4.74222e+06                  -1.27323e+07                     -1666.44            
          184.491              -1.27018e+07                  -4.73296e+06                  -1.27018e+07                     -1660.91            
          184.889              -1.26715e+07                  -4.72382e+06                  -1.26715e+07                     -1654.48            
          185.286              -1.26412e+07                  -4.71468e+06                  -1.26412e+07                     -1647.46            
          185.685               -1.2611e+07                  -4.70554e+06                   -1.2611e+07                     -1641.19            
          186.083               -1.2581e+07                  -4.69654e+06                   -1.2581e+07                     -1635.78            
          186.483              -1.25511e+07                  -4.68769e+06                  -1.25511e+07                     -1630.02            
          186.882              -1.25213e+07                  -4.67891e+06                  -1.25213e+07                     -1623.34            
          187.282              -1.24916e+07                  -4.67014e+06                  -1.24916e+07                     -1616.67            
          187.682               -1.2462e+07                  -4.66143e+06                   -1.2462e+07                     -1610.92            
          188.083              -1.24325e+07                  -4.65288e+06                  -1.24325e+07                     -1605.64            
          188.484              -1.24032e+07                  -4.64449e+06                  -1.24032e+07                     -1599.73            
          188.886               -1.2374e+07                  -4.63616e+06                   -1.2374e+07                     -1593.11            
          189.288              -1.23448e+07                  -4.62786e+06                  -1.23448e+07                     -1586.75            
          189.691              -1.23158e+07                  -4.61966e+06                  -1.23158e+07                     -1581.26            
          190.094              -1.22869e+07                  -4.61165e+06                  -1.22868e+07                     -1576.05            
          190.497              -1.22581e+07                   -4.6038e+06                  -1.22581e+07                     -1570.21            
          190.901              -1.22294e+07                  -4.59604e+06                  -1.22294e+07                     -1563.77            
          191.305              -1.22008e+07                  -4.58833e+06                  -1.22008e+07                     -1557.56            
           191.71              -1.21723e+07                  -4.58077e+06                  -1.21723e+07                     -1552.13            
          192.115              -1.21439e+07                   -4.5734e+06                  -1.21439e+07                     -1547.04            
           192.52              -1.21157e+07                  -4.56622e+06                  -1.21157e+07                     -1541.48            
          192.926              -1.20875e+07                  -4.55919e+06                  -1.20875e+07                     -1535.28            
          193.333              -1.20594e+07                  -4.55225e+06                  -1.20594e+07                      -1529.1            
           193.74              -1.20314e+07                  -4.54546e+06                  -1.20314e+07                     -1523.56            
          194.147              -1.20036e+07                  -4.53889e+06                  -1.20036e+07                     -1518.55            
          194.554              -1.19759e+07                  -4.53256e+06                  -1.19758e+07                     -1513.38            
          194.963              -1.19482e+07                  -4.52643e+06                  -1.19482e+07                     -1507.61            
          195.371              -1.19207e+07                  -4.52047e+06                  -1.19207e+07                     -1501.51            
           195.78              -1.18932e+07                  -4.51468e+06                  -1.18932e+07                     -1495.72            
          196.189              -1.18659e+07                  -4.50911e+06                  -1.18659e+07                     -1490.53            
          196.599              -1.18386e+07                  -4.50382e+06                  -1.18386e+07                     -1485.65            
          197.009              -1.18115e+07                  -4.49882e+06                  -1.18115e+07                     -1480.49            
           197.42              -1.17845e+07                  -4.49407e+06                  -1.17845e+07                     -1474.82            
          197.831              -1.17576e+07                  -4.48955e+06                  -1.17576e+07                     -1468.92            
          198.243              -1.17307e+07                  -4.48526e+06                  -1.17307e+07                     -1463.31            
          198.655              -1.17039e+07                  -4.48127e+06                  -1.17039e+07                     -1458.24            
          199.067              -1.16773e+07                  -4.47762e+06                  -1.16773e+07                     -1453.46            
           199.48              -1.16508e+07                  -4.47432e+06                  -1.16508e+07                     -1448.51            
          199.893              -1.16243e+07                  -4.47135e+06                  -1.16243e+07                     -1443.12            
          200.307               -1.1598e+07                  -4.46869e+06                   -1.1598e+07                     -1437.44            
          200.721              -1.15717e+07                  -4.46635e+06                  -1.15717e+07                     -1431.86            
          201.135              -1.15456e+07                  -4.46435e+06                  -1.15455e+07                      -1426.7            
           201.55              -1.15195e+07                  -4.46274e+06                  -1.15195e+07                     -1421.93            
          201.965              -1.14935e+07                  -4.46155e+06                  -1.14935e+07                     -1417.25            
          202.381              -1.14677e+07                  -4.46079e+06                  -1.14677e+07                     -1412.32            
          202.797              -1.14419e+07                  -4.46044e+06                  -1.14419e+07                     -1407.03            
          203.214              -1.14162e+07                  -4.46048e+06                  -1.14162e+07                     -1401.56            
          203.631              -1.13906e+07                  -4.46092e+06                  -1.13906e+07                      -1396.2            
          204.049              -1.13651e+07                  -4.46179e+06                  -1.13651e+07                     -1391.18            
          204.466              -1.13397e+07                  -4.46312e+06                  -1.13397e+07                     -1386.49            
          204.885              -1.13144e+07                  -4.46494e+06                  -1.13144e+07                     -1381.94            
          205.304              -1.12892e+07                  -4.46726e+06                  -1.12892e+07                     -1377.26            
          205.723              -1.12641e+07                  -4.47005e+06                  -1.12641e+07                      -1372.3            
          206.142               -1.1239e+07                  -4.47332e+06                   -1.1239e+07                     -1367.11            
          206.562              -1.12141e+07                  -4.47705e+06                  -1.12141e+07                     -1361.86            
          206.983              -1.11892e+07                  -4.48126e+06                  -1.11892e+07                     -1356.79            
          207.404              -1.11644e+07                  -4.48595e+06                  -1.11644e+07                     -1351.99            
          207.825              -1.11397e+07                  -4.49115e+06                  -1.11397e+07                     -1347.45            
          208.247              -1.11151e+07                  -4.49686e+06                  -1.11151e+07                     -1343.02            
          208.669              -1.10906e+07                   -4.5031e+06                  -1.10906e+07                     -1338.52            
          209.092              -1.10662e+07                  -4.50983e+06                  -1.10662e+07                     -1333.84            
          209.515              -1.10419e+07                  -4.51704e+06                  -1.10419e+07                     -1328.95            
          209.938              -1.10177e+07                  -4.52472e+06                  -1.10177e+07                     -1323.95            
          210.362              -1.09935e+07                  -4.53285e+06                  -1.09935e+07                     -1318.98            
          210.787              -1.09695e+07                  -4.54143e+06                  -1.09695e+07                     -1314.17            
          211.211              -1.09455e+07                  -4.55045e+06                  -1.09455e+07                     -1309.56            
          211.636              -1.09216e+07                  -4.55991e+06                  -1.09216e+07                     -1305.15            
          212.062              -1.08977e+07                  -4.56979e+06                  -1.08977e+07                     -1300.84            
          212.488               -1.0874e+07                  -4.58007e+06                   -1.0874e+07                     -1296.54            
          212.915              -1.08504e+07                  -4.59074e+06                  -1.08504e+07                     -1292.14            
          213.342              -1.08268e+07                  -4.60175e+06                  -1.08268e+07                     -1287.61            
          213.769              -1.08034e+07                  -4.61307e+06                  -1.08034e+07                     -1282.96            
          214.197                -1.078e+07                  -4.62467e+06                    -1.078e+07                     -1278.24            
          214.625              -1.07567e+07                   -4.6365e+06                  -1.07567e+07                     -1273.52            
          215.053              -1.07335e+07                  -4.64854e+06                  -1.07335e+07                     -1268.89            
          215.482              -1.07103e+07                  -4.66074e+06                  -1.07103e+07                     -1264.38            
          215.912              -1.06872e+07                  -4.67308e+06                  -1.06872e+07                     -1260.01            
          216.342              -1.06642e+07                  -4.68552e+06                  -1.06642e+07                     -1255.77            
          216.772              -1.06413e+07                    -4.698e+06                  -1.06413e+07                      -1251.6            
          217.203              -1.06185e+07                  -4.71049e+06                  -1.06185e+07                     -1247.47            
          217.634              -1.05958e+07                  -4.72294e+06                  -1.05958e+07                     -1243.32            
          218.066              -1.05731e+07                  -4.73528e+06                  -1.05731e+07                     -1239.11            
          218.498              -1.05506e+07                  -4.74746e+06                  -1.05506e+07                     -1234.85            
           218.93              -1.05281e+07                  -4.75942e+06                  -1.05281e+07                     -1230.52            
          219.363              -1.05057e+07                  -4.77111e+06                  -1.05057e+07                     -1226.14            
          219.796              -1.04833e+07                  -4.78244e+06                  -1.04833e+07                     -1221.75            
           220.23              -1.04611e+07                  -4.79338e+06                  -1.04611e+07                     -1217.37            
          220.664              -1.04389e+07                  -4.80385e+06                  -1.04389e+07                     -1213.02            
          221.099              -1.04168e+07                  -4.81379e+06                  -1.04168e+07                     -1208.72            
          221.534              -1.03947e+07                  -4.82315e+06                  -1.03947e+07                     -1204.49            
          221.969              -1.03728e+07                  -4.83185e+06                  -1.03728e+07                     -1200.34            
          222.405              -1.03509e+07                  -4.83984e+06                  -1.03509e+07                     -1196.25            
          222.841              -1.03291e+07                  -4.84706e+06                  -1.03291e+07                     -1192.22            
          223.278              -1.03074e+07                  -4.85344e+06                  -1.03073e+07                     -1188.23            
          223.715              -1.02857e+07                  -4.85893e+06                  -1.02857e+07                     -1184.28            
          224.153              -1.02641e+07                  -4.86345e+06                  -1.02641e+07                     -1180.35            
          224.591              -1.02426e+07                  -4.86697e+06                  -1.02426e+07                     -1176.43            
          225.029              -1.02212e+07                  -4.86941e+06                  -1.02212e+07                     -1172.51            
          225.468              -1.01998e+07                  -4.87072e+06                  -1.01998e+07                      -1168.6            
          225.907              -1.01786e+07                  -4.87085e+06                  -1.01786e+07                     -1164.68            
          226.347              -1.01574e+07                  -4.86974e+06                  -1.01574e+07                     -1160.75            
          226.787              -1.01362e+07                  -4.86736e+06                  -1.01362e+07                     -1156.83            
          227.228              -1.01152e+07                  -4.86366e+06                  -1.01152e+07                      -1152.9            
          227.669              -1.00942e+07                   -4.8586e+06                  -1.00942e+07                     -1148.97            
           228.11              -1.00733e+07                  -4.85215e+06                  -1.00733e+07                     -1145.05            
          228.552              -1.00525e+07                  -4.84426e+06                  -1.00525e+07                     -1141.14            
          228.995              -1.00317e+07                  -4.83493e+06                  -1.00317e+07                     -1137.24            
          229.437               -1.0011e+07                  -4.82412e+06                   -1.0011e+07                     -1133.35            
           229.88              -9.99037e+06                  -4.81182e+06                  -9.99037e+06                     -1129.48            
          230.324              -9.96981e+06                  -4.79802e+06                  -9.96981e+06                     -1125.63            
          230.768              -9.94932e+06                   -4.7827e+06                  -9.94932e+06                      -1121.8            
          231.212              -9.92891e+06                  -4.76588e+06                  -9.92891e+06                     -1117.99            
          231.657              -9.90856e+06                  -4.74755e+06                  -9.90856e+06                     -1114.19            
          232.102              -9.88828e+06                  -4.72772e+06                  -9.88828e+06                     -1110.42            
          232.548              -9.86807e+06                  -4.70641e+06                  -9.86807e+06                     -1106.67            
          232.994              -9.84793e+06                  -4.68364e+06                  -9.84793e+06                     -1102.94            
          233.441              -9.82786e+06                  -4.65943e+06                  -9.82786e+06                     -1099.24            
          233.888              -9.80786e+06                  -4.63381e+06                  -9.80786e+06                     -1095.55            
          234.335              -9.78792e+06                  -4.60683e+06                  -9.78792e+06                     -1091.88            
          234.783              -9.76805e+06                  -4.57851e+06                  -9.76805e+06                     -1088.24            
          235.231              -9.74825e+06                  -4.54891e+06                  -9.74825e+06                     -1084.61            
           235.68              -9.72852e+06                  -4.51807e+06                  -9.72852e+06                        -1081            
          236.129              -9.70885e+06                  -4.48606e+06                  -9.70885e+06                     -1077.42            
          236.579              -9.68925e+06                  -4.45293e+06                  -9.68925e+06                     -1073.85            
          237.029              -9.66972e+06                  -4.41874e+06                  -9.66972e+06                      -1070.3            
          237.479              -9.65025e+06                  -4.38356e+06                  -9.65025e+06                     -1066.78            
           237.93              -9.63085e+06                  -4.34746e+06                  -9.63085e+06                     -1063.27            
